mRefOrder	surface	out2ref	language	lemma3	HebforeignKey	foreignKey	seg-pref+suff	help	PREFIX	conj	rel	temp	adv	prep	interrog	art	MAIN	POS	binyan	verbalroot	passive	Pers	Gen	Num	Tense	Status	function	suffix	Pers	Gen	Num
14476	אבל	ref.4.2.8.1.28	heb	אבל_1	אבל_1_CONJUNCTION	abl_1_CONJUNCTION	אבל	SylM_1_VERB									אבל	CONJUNCTION													
14477	שאל	ref.4.2.8.1.29	heb	שאל_1	שאל_1_VERB	Sal_1_VERB	שאל	abl_1_CONJUNCTION									שאל	VERB	paal	שאל		3	m	sg	PAST						
14478	את	ref.4.2.8.1.30	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	Sal_1_VERB									את	AT_PREP													
14479	הפרה	ref.4.2.8.1.31	heb	פרה_1	פרה_1_NOUN	prh_1_NOUN	ה-פרה	at_1_AT_PREP	ה-							ה	פרה	NOUN					f	sg		abs					
14480	ואחר	ref.4.2.8.1.32	heb	אחר_כך_1	אחר_כך_1_CONJUNCTION	aHr_kK_1_CONJUNCTION	ו-אחר	prh_1_NOUN	ו-	ו							אחר	CONJUNCTION													
14481	כך	ref.4.2.8.1.33	heb	כך_1	כך_1_CONTINUE	kK_1_CONTINUE	כך	aHr_kK_1_CONJUNCTION									כך	CONTINUE													
14482	שאל	ref.4.2.8.1.34	heb	שאל_1	שאל_1_VERB	Sal_1_VERB	שאל	kK_1_CONTINUE									שאל	VERB	paal	שאל		3	m	sg	PAST						
14483	את	ref.4.2.8.1.35	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	Sal_1_VERB									את	AT_PREP													
14484	הבעלים	ref.4.2.8.1.36	heb	בעל_1	בעל_1_NOUN	bel_1_NOUN	ה-בעלים	at_1_AT_PREP	ה-							ה	בעלים	NOUN					m	pl		abs					
14485	או	ref.4.2.8.1.37	heb	או_1	או_1_CONJUNCTION	aw_1_CONJUNCTION	או	bel_1_NOUN									או	CONJUNCTION													
14486	שכרן	ref.4.2.8.1.38	heb	שכר_1	שכר_1_VERB	Skr_1_VERB	שכר+ן	aw_1_CONJUNCTION									שכר	VERB	paal	שכר		3	m	sg	PAST		accnom	ן	3	m	pl
14487	ומתה	ref.4.2.8.1.39	heb	מת_1	מת_1_VERB	mt_1_VERB	ו-מתה	Skr_1_VERB	ו-	ו							מתה	VERB	paal	מות		3	f	sg	PAST						
14488	חייב	ref.4.2.8.1.40	heb	חייב_1	חייב_1_ADJECTIVE	Hyyb_1_ADJECTIVE	חייב	mt_1_VERB									חייב	ADJECTIVE					m	sg		abs					
14489	שנאמר	ref.4.2.8.1.41	heb	נאמר_1	נאמר_1_VERB	namr_1_VERB	ש-נאמר	Hyyb_1_ADJECTIVE	ש-		ש						נאמר	VERB	nifal	אמר		3	m	sg	PAST						
14490	בעליו	ref.4.2.8.1.42	heb	בעל_1	בעל_1_NOUN	bel_1_NOUN	בעל+יו	namr_1_VERB									בעל	NOUN					m	pl		abs	poss	יו	3	m	sg
14491	אין	ref.4.2.8.1.43	heb	אין_1	אין_1_EXISTENTIAL	ayN_1_EXISTENTIAL	אין	bel_1_NOUN									אין	EXISTENTIAL													
14492	עמו	ref.4.2.8.1.44	heb	עם_1	עם_1_PREPOSITION	eM_1_PREPOSITION	עמ+ו	ayN_1_EXISTENTIAL									עמ	PREPOSITION									pronomial	ו	3	m	sg
14493	שלם	ref.4.2.8.1.45	heb	שילם_1	שילם_1_VERB	SylM_1_VERB	שלם	eM_1_PREPOSITION									שלם	VERB	piel	שלם					BARINF						
14494	ישלם	ref.4.2.8.1.46	heb	שילם_1	שילם_1_VERB	SylM_1_VERB	ישלם	SylM_1_VERB									ישלם	VERB	piel	שלם		3	m	sg	FUTURE						
14495	השואל	ref.4.2.8.2.1	heb	שאל_1	שאל_1_PARTICIPLE	Sal_1_PARTICIPLE	ה-שואל	SylM_1_VERB	ה-							ה	שואל	PARTICIPLE	paal	שאל			m	sg		abs					
14496	את	ref.4.2.8.2.2	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	Sal_1_PARTICIPLE									את	AT_PREP													
14497	הפרה	ref.4.2.8.2.3	heb	פרה_1	פרה_1_NOUN	prh_1_NOUN	ה-פרה	at_1_AT_PREP	ה-							ה	פרה	NOUN					f	sg		abs					
14498	שאלה	ref.4.2.8.2.4	heb	שאל_1	שאל_1_VERB	Sal_1_VERB	שאל+ה	prh_1_NOUN									שאל	VERB	paal	שאל		3	m	sg	PAST		accnom	ה	3	f	sg
14499	חצי	ref.4.2.8.2.5	heb	חצי_1	חצי_1_NUMERAL	Hcy_1_NUMERAL	חצי	Sal_1_VERB									חצי	NUMERAL					m	sg		cstr					
14500	היום	ref.4.2.8.2.6	heb	יום_1	יום_1_NOUN	ywM_1_NOUN	ה-יום	Hcy_1_NUMERAL	ה-							ה	יום	NOUN					m	sg		abs					
14501	ושכרה	ref.4.2.8.2.7	heb	שכר_1	שכר_1_VERB	Skr_1_VERB	ו-שכר+ה	ywM_1_NOUN	ו-	ו							שכר	VERB	paal	שכר		3	m	sg	PAST		accnom	ה	3	f	sg
14502	חצי	ref.4.2.8.2.8	heb	חצי_1	חצי_1_NUMERAL	Hcy_1_NUMERAL	חצי	Skr_1_VERB									חצי	NUMERAL					m	sg		cstr					
14503	היום	ref.4.2.8.2.9	heb	יום_1	יום_1_NOUN	ywM_1_NOUN	ה-יום	Hcy_1_NUMERAL	ה-							ה	יום	NOUN					m	sg		abs					
14504	שאלה	ref.4.2.8.2.10	heb	שאל_1	שאל_1_VERB	Sal_1_VERB	שאל+ה	ywM_1_NOUN									שאל	VERB	paal	שאל		3	m	sg	PAST		accnom	ה	3	f	sg
14505	היום	ref.4.2.8.2.11	heb	יום_1	יום_1_NOUN	ywM_1_NOUN	ה-יום	Sal_1_VERB	ה-							ה	יום	NOUN					m	sg		abs					
14506	ושכרה	ref.4.2.8.2.12	heb	שכר_1	שכר_1_VERB	Skr_1_VERB	ו-שכר+ה	ywM_1_NOUN	ו-	ו							שכר	VERB	paal	שכר		3	m	sg	PAST		accnom	ה	3	f	sg
14507	למחר	ref.4.2.8.2.13	heb	מחר_1	מחר_1_ADVERB	mHr_1_ADVERB	ל-מחר	Skr_1_VERB	ל-					ל			מחר	ADVERB					m	sg		abs					
14508	שכר	ref.4.2.8.2.14	heb	שכר_1	שכר_1_VERB	Skr_1_VERB	שכר	mHr_1_ADVERB									שכר	VERB	paal	שכר		3	m	sg	PAST						
14509	אחת	ref.4.2.8.2.15	heb	CARD1_1	CARD1_1_NUMERAL	CARD1_1_NUMERAL	אחת	Skr_1_VERB									אחת	NUMERAL					f	sg		abs					
14510	ושאל	ref.4.2.8.2.16	heb	שאל_1	שאל_1_VERB	Sal_1_VERB	ו-שאל	CARD1_1_NUMERAL	ו-	ו							שאל	VERB	paal	שאל		3	m	sg	PAST						
14511	אחת	ref.4.2.8.2.17	heb	CARD1_1	CARD1_1_NUMERAL	CARD1_1_NUMERAL	אחת	Sal_1_VERB									אחת	NUMERAL					f	sg		abs					
14512	ומתה	ref.4.2.8.2.18	heb	מת_1	מת_1_VERB	mt_1_VERB	ו-מתה	CARD1_1_NUMERAL	ו-	ו							מתה	VERB	paal	מות		3	f	sg	PAST						
14513	המשאיל	ref.4.2.8.2.19	heb	משאיל_1	משאיל_1_NOUN	mSayl_1_NOUN	ה-משאיל	mt_1_VERB	ה-							ה	משאיל	NOUN					m	sg		abs					
14514	אומר	ref.4.2.8.2.20	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	mSayl_1_NOUN									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
14515	שאולה	ref.4.2.8.2.21	heb	שאול_1	שאול_1_ADJECTIVE	Sawl_1_ADJECTIVE	שאולה	amr_1_VERB									שאולה	ADJECTIVE	paal	שאל	passive		f	sg		abs					
14516	מתה	ref.4.2.8.2.22	heb	מת_1	מת_1_VERB	mt_1_VERB	מתה	Sawl_1_ADJECTIVE									מתה	VERB	paal	מות		3	f	sg	PAST						
14517	ביום	ref.4.2.8.2.23	heb	יום_1	יום_1_NOUN	ywM_1_NOUN	ב-ה-יום	mt_1_VERB	ב-ה-					ב		ה	יום	NOUN					m	sg		abs					
14518	שהיתה	ref.4.2.8.2.24	heb	היה_1	היה_1_COPULA	hyh_1_COPULA	ש-היתה	ywM_1_NOUN	ש-		ש						היתה	COPULA	paal	היה		3	f	sg	PAST						
14519	שאולה	ref.4.2.8.2.25	heb	שאול_1	שאול_1_ADJECTIVE	Sawl_1_ADJECTIVE	שאולה	hyh_1_COPULA									שאולה	ADJECTIVE	paal	שאל	passive		f	sg		abs					
14520	מתה	ref.4.2.8.2.26	heb	מת_1	מת_1_VERB	mt_1_VERB	מתה	Sawl_1_ADJECTIVE									מתה	VERB	paal	מות		3	f	sg	PAST						
14521	בשעה	ref.4.2.8.2.27	heb	שעה_1	שעה_1_NOUN	Seh_1_NOUN	ב-ה-שעה	mt_1_VERB	ב-ה-					ב		ה	שעה	NOUN					f	sg		abs					
14522	שהיתה	ref.4.2.8.2.28	heb	היה_1	היה_1_COPULA	hyh_1_COPULA	ש-היתה	Seh_1_NOUN	ש-		ש						היתה	COPULA	paal	היה		3	f	sg	PAST						
14523	שאולה	ref.4.2.8.2.29	heb	שאול_1	שאול_1_ADJECTIVE	Sawl_1_ADJECTIVE	שאולה	hyh_1_COPULA									שאולה	ADJECTIVE	paal	שאל	passive		f	sg		abs					
14524	מתה	ref.4.2.8.2.30	heb	מת_1	מת_1_VERB	mt_1_VERB	מתה	Sawl_1_ADJECTIVE									מתה	VERB	paal	מות		3	f	sg	PAST						
14525	והלה	ref.4.2.8.2.31	heb	הלה_1	הלה_1_PRONOUN	hlh_1_PRONOUN	ו-הלה	mt_1_VERB	ו-	ו							הלה	PRONOUN				3	m	sg							
14526	אומר	ref.4.2.8.2.32	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	hlh_1_PRONOUN									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
14527	איני	ref.4.2.8.2.33	heb	אין_1	אין_1_COPULA	ayN_1_COPULA	אינ+י	amr_1_VERB									אינ	COPULA				1	mf	sg	PRESENT		pronomial	י	1	mf	sg
14528	יודע	ref.4.2.8.2.34	heb	ידע_1	ידע_1_VERB	yde_1_VERB	יודע	ayN_1_COPULA									יודע	VERB	paal	ידע		ANY	m	sg	PRESENT						
14529	חייב	ref.4.2.8.2.35	heb	חייב_1	חייב_1_ADJECTIVE	Hyyb_1_ADJECTIVE	חייב	yde_1_VERB									חייב	ADJECTIVE					m	sg		abs					
14530	השוכר	ref.4.2.8.2.36	heb	שוכר_1	שוכר_1_NOUN	Swkr_1_NOUN	ה-שוכר	Hyyb_1_ADJECTIVE	ה-							ה	שוכר	NOUN					m	sg		abs					
14531	אומר	ref.4.2.8.2.37	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	Swkr_1_NOUN									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
14532	שכורה	ref.4.2.8.2.38	heb	שכור_1	שכור_1_ADJECTIVE	Skwr_1_ADJECTIVE	שכורה	amr_1_VERB									שכורה	ADJECTIVE	paal	שכר	passive		f	sg		abs					
14533	מתה	ref.4.2.8.2.39	heb	מת_1	מת_1_VERB	mt_1_VERB	מתה	Skwr_1_ADJECTIVE									מתה	VERB	paal	מות		3	f	sg	PAST						
14534	ביום	ref.4.2.8.2.40	heb	יום_1	יום_1_NOUN	ywM_1_NOUN	ב-ה-יום	mt_1_VERB	ב-ה-					ב		ה	יום	NOUN					m	sg		abs					
14535	שהיתה	ref.4.2.8.2.41	heb	היה_1	היה_1_COPULA	hyh_1_COPULA	ש-היתה	ywM_1_NOUN	ש-		ש						היתה	COPULA	paal	היה		3	f	sg	PAST						
14536	שכורה	ref.4.2.8.2.42	heb	שכור_1	שכור_1_ADJECTIVE	Skwr_1_ADJECTIVE	שכורה	hyh_1_COPULA									שכורה	ADJECTIVE	paal	שכר	passive		f	sg		abs					
14537	מתה	ref.4.2.8.2.43	heb	מת_1	מת_1_VERB	mt_1_VERB	מתה	Skwr_1_ADJECTIVE									מתה	VERB	paal	מות		3	f	sg	PAST						
14538	בשעה	ref.4.2.8.2.44	heb	שעה_1	שעה_1_NOUN	Seh_1_NOUN	ב-ה-שעה	mt_1_VERB	ב-ה-					ב		ה	שעה	NOUN					f	sg		abs					
14539	שהיתה	ref.4.2.8.2.45	heb	היה_1	היה_1_COPULA	hyh_1_COPULA	ש-היתה	Seh_1_NOUN	ש-		ש						היתה	COPULA	paal	היה		3	f	sg	PAST						
14540	שכורה	ref.4.2.8.2.46	heb	שכור_1	שכור_1_ADJECTIVE	Skwr_1_ADJECTIVE	שכורה	hyh_1_COPULA									שכורה	ADJECTIVE	paal	שכר	passive		f	sg		abs					
14541	מתה	ref.4.2.8.2.47	heb	מת_1	מת_1_VERB	mt_1_VERB	מתה	Skwr_1_ADJECTIVE									מתה	VERB	paal	מות		3	f	sg	PAST						
14542	והלה	ref.4.2.8.2.48	heb	הלה_1	הלה_1_PRONOUN	hlh_1_PRONOUN	ו-הלה	mt_1_VERB	ו-	ו							הלה	PRONOUN				3	m	sg							
14543	אומר	ref.4.2.8.2.49	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	hlh_1_PRONOUN									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
14544	איני	ref.4.2.8.2.50	heb	אין_1	אין_1_COPULA	ayN_1_COPULA	אינ+י	amr_1_VERB									אינ	COPULA				1	mf	sg	PRESENT		pronomial	י	1	mf	sg
14545	יודע	ref.4.2.8.2.51	heb	ידע_1	ידע_1_VERB	yde_1_VERB	יודע	ayN_1_COPULA									יודע	VERB	paal	ידע		ANY	m	sg	PRESENT						
14546	פטור	ref.4.2.8.2.52	heb	פטור_1	פטור_1_ADJECTIVE	pTwr_1_ADJECTIVE	פטור	yde_1_VERB									פטור	ADJECTIVE	paal	פטר	passive		m	sg		abs					
14547	זה	ref.4.2.8.2.53	heb	זה_1	זה_1_PRONOUN	zh_1_PRONOUN	זה	pTwr_1_ADJECTIVE									זה	PRONOUN				3	m	sg							
14548	אומר	ref.4.2.8.2.54	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	zh_1_PRONOUN									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
14549	שאולה	ref.4.2.8.2.55	heb	שאול_1	שאול_1_ADJECTIVE	Sawl_1_ADJECTIVE	שאולה	amr_1_VERB									שאולה	ADJECTIVE	paal	שאל	passive		f	sg		abs					
14550	וזה	ref.4.2.8.2.56	heb	זה_1	זה_1_PRONOUN	zh_1_PRONOUN	ו-זה	Sawl_1_ADJECTIVE	ו-	ו							זה	PRONOUN				3	m	sg							
14551	אומר	ref.4.2.8.2.57	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	zh_1_PRONOUN									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
14552	שכורה	ref.4.2.8.2.58	heb	שכור_1	שכור_1_ADJECTIVE	Skwr_1_ADJECTIVE	שכורה	amr_1_VERB									שכורה	ADJECTIVE	paal	שכר	passive		f	sg		abs					
14553	ישבע	ref.4.2.8.2.59	heb	נשבע_1	נשבע_1_VERB	nSbe_1_VERB	ישבע	Skwr_1_ADJECTIVE									ישבע	VERB	nifal	שבע		3	m	sg	FUTURE						
14554	השוכר	ref.4.2.8.2.60	heb	שוכר_1	שוכר_1_NOUN	Swkr_1_NOUN	ה-שוכר	nSbe_1_VERB	ה-							ה	שוכר	NOUN					m	sg		abs					
14555	ששכורה	ref.4.2.8.2.61	heb	שכור_1	שכור_1_ADJECTIVE	Skwr_1_ADJECTIVE	ש-שכורה	Swkr_1_NOUN	ש-		ש						שכורה	ADJECTIVE	paal	שכר	passive		f	sg		abs					
14556	מתה	ref.4.2.8.2.62	heb	מת_1	מת_1_VERB	mt_1_VERB	מתה	Skwr_1_ADJECTIVE									מתה	VERB	paal	מות		3	f	sg	PAST						
14557	זה	ref.4.2.8.2.63	heb	זה_1	זה_1_PRONOUN	zh_1_PRONOUN	זה	mt_1_VERB									זה	PRONOUN				3	m	sg							
14558	אומר	ref.4.2.8.2.64	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	zh_1_PRONOUN									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
14559	איני	ref.4.2.8.2.65	heb	אין_1	אין_1_COPULA	ayN_1_COPULA	אינ+י	amr_1_VERB									אינ	COPULA				1	mf	sg	PRESENT		pronomial	י	1	mf	sg
14560	יודע	ref.4.2.8.2.66	heb	ידע_1	ידע_1_VERB	yde_1_VERB	יודע	ayN_1_COPULA									יודע	VERB	paal	ידע		ANY	m	sg	PRESENT						
14561	וזה	ref.4.2.8.2.67	heb	זה_1	זה_1_PRONOUN	zh_1_PRONOUN	ו-זה	yde_1_VERB	ו-	ו							זה	PRONOUN				3	m	sg							
14562	אומר	ref.4.2.8.2.68	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	zh_1_PRONOUN									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
14563	איני	ref.4.2.8.2.69	heb	אין_1	אין_1_COPULA	ayN_1_COPULA	אינ+י	amr_1_VERB									אינ	COPULA				1	mf	sg	PRESENT		pronomial	י	1	mf	sg
14564	יודע	ref.4.2.8.2.70	heb	ידע_1	ידע_1_VERB	yde_1_VERB	יודע	ayN_1_COPULA									יודע	VERB	paal	ידע		ANY	m	sg	PRESENT						
14565	יחלוקו	ref.4.2.8.2.71	heb	חלק_1	חלק_1_VERB	Hlq_1_VERB	יחלוקו	yde_1_VERB									יחלוקו	VERB	paal	חלק		3	mf	pl	FUTURE						
14566	השואל	ref.4.2.8.3.1	heb	שאל_1	שאל_1_PARTICIPLE	Sal_1_PARTICIPLE	ה-שואל	Hlq_1_VERB	ה-							ה	שואל	PARTICIPLE	paal	שאל			m	sg		abs					
14567	את	ref.4.2.8.3.2	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	Sal_1_PARTICIPLE									את	AT_PREP													
14568	הפרה	ref.4.2.8.3.3	heb	פרה_1	פרה_1_NOUN	prh_1_NOUN	ה-פרה	at_1_AT_PREP	ה-							ה	פרה	NOUN					f	sg		abs					
14569	ושלחה	ref.4.2.8.3.4	heb	שילח_1	שילח_1_VERB	SylH_1_VERB	ו-שלח+ה	prh_1_NOUN	ו-	ו							שלח	VERB	piel	שלח		3	m	sg	PAST		accnom	ה	3	f	sg
14570	לו	ref.4.2.8.3.5	heb	ל_1	ל_1_PREPOSITION	l_1_PREPOSITION	ל+ו	SylH_1_VERB									ל	PREPOSITION									pronomial	ו	3	m	sg
14571	ביד	ref.4.2.8.3.6	heb	ביד_1	ביד_1_PREPOSITION	byd_1_PREPOSITION	ב-יד	l_1_PREPOSITION	ב-					ב			יד	PREPOSITION								cstr					
14572	בנו	ref.4.2.8.3.7	heb	בן_1	בן_1_NOUN	bN_1_NOUN	בנ+ו	byd_1_PREPOSITION									בנ	NOUN					m	sg		abs	poss	ו	3	m	sg
14573	ביד	ref.4.2.8.3.8	heb	ביד_1	ביד_1_PREPOSITION	byd_1_PREPOSITION	ב-יד	bN_1_NOUN	ב-					ב			יד	PREPOSITION								cstr					
14574	עבדו	ref.4.2.8.3.9	heb	עבד_1	עבד_1_NOUN	ebd_1_NOUN	עבד+ו	byd_1_PREPOSITION									עבד	NOUN					m	sg		abs	poss	ו	3	m	sg
14575	ביד	ref.4.2.8.3.10	heb	ביד_1	ביד_1_PREPOSITION	byd_1_PREPOSITION	ב-יד	ebd_1_NOUN	ב-					ב			יד	PREPOSITION								cstr					
14576	שלוחו	ref.4.2.8.3.11	heb	שלוח_1	שלוח_1_NOUN	SlwH_1_NOUN	שלוח+ו	byd_1_PREPOSITION									שלוח	NOUN					m	sg		abs	poss	ו	3	m	sg
14577	או	ref.4.2.8.3.12	heb	או_1	או_1_CONJUNCTION	aw_1_CONJUNCTION	או	SlwH_1_NOUN									או	CONJUNCTION													
14578	ביד	ref.4.2.8.3.13	heb	ביד_1	ביד_1_PREPOSITION	byd_1_PREPOSITION	ב-יד	aw_1_CONJUNCTION	ב-					ב			יד	PREPOSITION								cstr					
14579	בנו	ref.4.2.8.3.14	heb	בן_1	בן_1_NOUN	bN_1_NOUN	בנ+ו	byd_1_PREPOSITION									בנ	NOUN					m	sg		abs	poss	ו	3	m	sg
14580	ביד	ref.4.2.8.3.15	heb	ביד_1	ביד_1_PREPOSITION	byd_1_PREPOSITION	ב-יד	bN_1_NOUN	ב-					ב			יד	PREPOSITION								cstr					
14581	עבדו	ref.4.2.8.3.16	heb	עבד_1	עבד_1_NOUN	ebd_1_NOUN	עבד+ו	byd_1_PREPOSITION									עבד	NOUN					m	sg		abs	poss	ו	3	m	sg
14582	ביד	ref.4.2.8.3.17	heb	ביד_1	ביד_1_PREPOSITION	byd_1_PREPOSITION	ב-יד	ebd_1_NOUN	ב-					ב			יד	PREPOSITION								cstr					
14583	שלוחו	ref.4.2.8.3.18	heb	שלוח_1	שלוח_1_NOUN	SlwH_1_NOUN	שלוח+ו	byd_1_PREPOSITION									שלוח	NOUN					m	sg		abs	poss	ו	3	m	sg
14584	של	ref.4.2.8.3.19	heb	של_1	של_1_SHEL_PREP	Sl_1_SHEL_PREP	של	SlwH_1_NOUN									של	SHEL_PREP													
14585	שואל	ref.4.2.8.3.20	heb	שואל_1	שואל_1_NOUN	Swal_1_NOUN	שואל	Sl_1_SHEL_PREP									שואל	NOUN					m	sg		abs					
14586	ומתה	ref.4.2.8.3.21	heb	מת_1	מת_1_VERB	mt_1_VERB	ו-מתה	Swal_1_NOUN	ו-	ו							מתה	VERB	paal	מות		3	f	sg	PAST						
14587	פטור	ref.4.2.8.3.22	heb	פטור_1	פטור_1_ADJECTIVE	pTwr_1_ADJECTIVE	פטור	mt_1_VERB									פטור	ADJECTIVE	paal	פטר	passive		m	sg		abs					
14588	אמר	ref.4.2.8.3.23	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אמר	pTwr_1_ADJECTIVE									אמר	VERB	paal	אמר		3	m	sg	PAST						
14589	לו	ref.4.2.8.3.24	heb	ל_1	ל_1_PREPOSITION	l_1_PREPOSITION	ל+ו	amr_1_VERB									ל	PREPOSITION									pronomial	ו	3	m	sg
14590	השואל	ref.4.2.8.3.25	heb	שואל_1	שואל_1_NOUN	Swal_1_NOUN	ה-שואל	l_1_PREPOSITION	ה-							ה	שואל	NOUN					m	sg		abs					
14591	שלחה	ref.4.2.8.3.26	heb	שילח_1	שילח_1_VERB	SylH_1_VERB	שלח+ה	Swal_1_NOUN									שלח	VERB	piel	שלח		2	m	sg	IMP		accnom	ה	3	f	sg
14592	לי	ref.4.2.8.3.27	heb	ל_1	ל_1_PREPOSITION	l_1_PREPOSITION	ל+י	SylH_1_VERB									ל	PREPOSITION									pronomial	י	1	mf	sg
14593	ביד	ref.4.2.8.3.28	heb	ביד_1	ביד_1_PREPOSITION	byd_1_PREPOSITION	ב-יד	l_1_PREPOSITION	ב-					ב			יד	PREPOSITION								cstr					
14594	בני	ref.4.2.8.3.29	heb	בן_1	בן_1_NOUN	bN_1_NOUN	בנ+י	byd_1_PREPOSITION									בנ	NOUN					m	sg		abs	poss	י	1	mf	sg
14595	ביד	ref.4.2.8.3.30	heb	ביד_1	ביד_1_PREPOSITION	byd_1_PREPOSITION	ב-יד	bN_1_NOUN	ב-					ב			יד	PREPOSITION								cstr					
14596	עבדי	ref.4.2.8.3.31	heb	עבד_1	עבד_1_NOUN	ebd_1_NOUN	עבד+י	byd_1_PREPOSITION									עבד	NOUN					m	sg		abs	poss	י	1	mf	sg
14597	ביד	ref.4.2.8.3.32	heb	ביד_1	ביד_1_PREPOSITION	byd_1_PREPOSITION	ב-יד	ebd_1_NOUN	ב-					ב			יד	PREPOSITION								cstr					
14598	שלוחי	ref.4.2.8.3.33	heb	שלוח_1	שלוח_1_NOUN	SlwH_1_NOUN	שלוח+י	byd_1_PREPOSITION									שלוח	NOUN					m	sg		abs	poss	י	1	mf	sg
14599	או	ref.4.2.8.3.34	heb	או_1	או_1_CONJUNCTION	aw_1_CONJUNCTION	או	SlwH_1_NOUN									או	CONJUNCTION													
14600	ביד	ref.4.2.8.3.35	heb	ביד_1	ביד_1_PREPOSITION	byd_1_PREPOSITION	ב-יד	aw_1_CONJUNCTION	ב-					ב			יד	PREPOSITION								cstr					
14601	בנך	ref.4.2.8.3.36	heb	בן_1	בן_1_NOUN	bN_1_NOUN	בנ+ך	byd_1_PREPOSITION									בנ	NOUN					m	sg		abs	poss	ך	2	m	sg
14602	ביד	ref.4.2.8.3.37	heb	ביד_1	ביד_1_PREPOSITION	byd_1_PREPOSITION	ב-יד	bN_1_NOUN	ב-					ב			יד	PREPOSITION								cstr					
14603	עבדך	ref.4.2.8.3.38	heb	עבד_1	עבד_1_NOUN	ebd_1_NOUN	עבד+ך	byd_1_PREPOSITION									עבד	NOUN					m	sg		abs	poss	ך	2	m	sg
14604	ביד	ref.4.2.8.3.39	heb	ביד_1	ביד_1_PREPOSITION	byd_1_PREPOSITION	ב-יד	ebd_1_NOUN	ב-					ב			יד	PREPOSITION								cstr					
14605	שלוחך	ref.4.2.8.3.40	heb	שלוח_1	שלוח_1_NOUN	SlwH_1_NOUN	שלוח+ך	byd_1_PREPOSITION									שלוח	NOUN					m	sg		abs	poss	ך	2	m	sg
14606	או	ref.4.2.8.3.41	heb	או_1	או_1_CONJUNCTION	aw_1_CONJUNCTION	או	SlwH_1_NOUN									או	CONJUNCTION													
14607	שאמר	ref.4.2.8.3.42	heb	אמר_1	אמר_1_VERB	amr_1_VERB	ש-אמר	aw_1_CONJUNCTION	ש-		ש						אמר	VERB	paal	אמר		3	m	sg	PAST						
14608	לו	ref.4.2.8.3.43	heb	ל_1	ל_1_PREPOSITION	l_1_PREPOSITION	ל+ו	amr_1_VERB									ל	PREPOSITION									pronomial	ו	3	m	sg
14609	המשאיל	ref.4.2.8.3.44	heb	משאיל_1	משאיל_1_NOUN	mSayl_1_NOUN	ה-משאיל	l_1_PREPOSITION	ה-							ה	משאיל	NOUN					m	sg		abs					
14610	הריני	ref.4.2.8.3.45	heb	הרי_1	הרי_1_QUANTIFIER	hry_1_QUANTIFIER	הרי+ני	mSayl_1_NOUN									הרי	QUANTIFIER									pronomial	ני	1	mf	sg
14611	משלחה	ref.4.2.8.3.46	heb	שילח_1	שילח_1_VERB	SylH_1_VERB	משלח+ה	hry_1_QUANTIFIER									משלח	VERB	piel	שלח		ANY	m	sg	PRESENT		accnom	ה	3	f	sg
14612	לך	ref.4.2.8.3.47	heb	ל_1	ל_1_PREPOSITION	l_1_PREPOSITION	ל+ך	SylH_1_VERB									ל	PREPOSITION									pronomial	ך	2	m	sg
14613	ביד	ref.4.2.8.3.48	heb	ביד_1	ביד_1_PREPOSITION	byd_1_PREPOSITION	ב-יד	l_1_PREPOSITION	ב-					ב			יד	PREPOSITION								cstr					
14614	בני	ref.4.2.8.3.49	heb	בן_1	בן_1_NOUN	bN_1_NOUN	בנ+י	byd_1_PREPOSITION									בנ	NOUN					m	sg		abs	poss	י	1	mf	sg
14615	ביד	ref.4.2.8.3.50	heb	ביד_1	ביד_1_PREPOSITION	byd_1_PREPOSITION	ב-יד	bN_1_NOUN	ב-					ב			יד	PREPOSITION								cstr					
14616	עבדי	ref.4.2.8.3.51	heb	עבד_1	עבד_1_NOUN	ebd_1_NOUN	עבד+י	byd_1_PREPOSITION									עבד	NOUN					m	sg		abs	poss	י	1	mf	sg
14617	ביד	ref.4.2.8.3.52	heb	ביד_1	ביד_1_PREPOSITION	byd_1_PREPOSITION	ב-יד	ebd_1_NOUN	ב-					ב			יד	PREPOSITION								cstr					
